Post;Huishouden;Woonsituatie;Inkomen;Jaar;Bedrag;Percentage inkomen
 telefoon, televisie, internet;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;101;0,018413636
 verzekeringen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;292;0,053178788
 onderwijs;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;66;0,012069091
 kinderopvang;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;0;0
 contributies en abonnementen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;178;0,032272727
 vervoer;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;642;0,116732727
VASTE LASTEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;2.900;0,52734697
 kleding en schoenen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;263;0,047901909
 inventaris;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;226;0,041041273
 onderhoud huis en tuin;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;276;0,0502396
 niet-vergoede ziektekosten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;51;0,009362545
 vrijetijdsuitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;722;0,131296727
RESERVERINGSUITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;1.539;0,279842055
 voeding;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;531;0,096554213
 overige huishoudelijke uitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;256;0,046568727
HUISHOUDELIJKE UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;787;0,14312294
OVERSCHOT/TEKORT;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;273;0
wit1;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;;0
wit2;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;;0
wit3;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;;0
wit4;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;;0
TOTAAL INKOMEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;6.000;0
TOTAAL UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;5.482;0
 huur/hypotheek;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;1.425;0,2375
 gas;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;110;0,018333333
 elektriciteit;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;78;0,013
 water;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;21;0,00354
 lokale lasten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;59;0,00975
 telefoon, televisie, internet;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;103;0,017129167
 verzekeringen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;299;0,049778056
 onderwijs;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;66;0,011063333
 kinderopvang;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;0;0
 contributies en abonnementen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;187;0,031166667
 vervoer;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;692;0,115255
VASTE LASTEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;3.039;0,506515556
 kleding en schoenen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;276;0,045993417
 inventaris;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;236;0,039287833
 onderhoud huis en tuin;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;296;0,0493675
 niet-vergoede ziektekosten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;54;0,009082333
 vrijetijdsuitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;782;0,130355333
RESERVERINGSUITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;1.645;0,274086417
 voeding;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;531;0,088508029
 overige huishoudelijke uitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;267;0,044521333
HUISHOUDELIJKE UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;798;0,133029362
OVERSCHOT/TEKORT;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;518;0
wit1;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;;0
wit2;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;;0
wit3;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;;0
wit4;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;6000;2019;;0
TOTAAL INKOMEN;Paar zonder kinderen;gemiddelde huur;1;2019;;0
TOTAAL UITGAVEN;Paar zonder kinderen;gemiddelde huur;1;2019;1.584;0
 huur/hypotheek;Paar zonder kinderen;gemiddelde huur;1;2019;229;0,144324453
 gas;Paar zonder kinderen;gemiddelde huur;1;2019;78;0,049429641
 elektriciteit;Paar zonder kinderen;gemiddelde huur;1;2019;51;0,032384938
 water;Paar zonder kinderen;gemiddelde huur;1;2019;13;0,008340542
 lokale lasten;Paar zonder kinderen;gemiddelde huur;1;2019;59;0,036930192
 telefoon, televisie, internet;Paar zonder kinderen;gemiddelde huur;1;2019;66;0,041664832
 verzekeringen;Paar zonder kinderen;gemiddelde huur;1;2019;329;0,207829653
 onderwijs;Paar zonder kinderen;gemiddelde huur;1;2019;0;0
 kinderopvang;Paar zonder kinderen;gemiddelde huur;1;2019;0;0
 contributies en abonnementen;Paar zonder kinderen;gemiddelde huur;1;2019;3;0,001956985
 vervoer;Paar zonder kinderen;gemiddelde huur;1;2019;33;0,02073141
VASTE LASTEN;Paar zonder kinderen;gemiddelde huur;1;2019;861;0,543592645
 kleding en schoenen;Paar zonder kinderen;gemiddelde huur;1;2019;105;0,06628496
 inventaris;Paar zonder kinderen;gemiddelde huur;1;2019;77;0,048646322
 onderhoud huis en tuin;Paar zonder kinderen;gemiddelde huur;1;2019;23;0,014589269
 niet-vergoede ziektekosten;Paar zonder kinderen;gemiddelde huur;1;2019;74;0,04697815
 vrijetijdsuitgaven;Paar zonder kinderen;gemiddelde huur;1;2019;0;0
RESERVERINGSUITGAVEN;Paar zonder kinderen;gemiddelde huur;1;2019;280;0,176498701
 voeding;Paar zonder kinderen;gemiddelde huur;1;2019;390;0,246033884
 overige huishoudelijke uitgaven;Paar zonder kinderen;gemiddelde huur;1;2019;54;0,033874771
HUISHOUDELIJKE UITGAVEN;Paar zonder kinderen;gemiddelde huur;1;2019;443;0,279908655
OVERSCHOT/TEKORT;Paar zonder kinderen;gemiddelde huur;1;2019;;0
wit1;Paar zonder kinderen;gemiddelde huur;1;2019;;0
wit2;Paar zonder kinderen;gemiddelde huur;1;2019;;0
wit3;Paar zonder kinderen;gemiddelde huur;1;2019;;0
wit4;Paar zonder kinderen;gemiddelde huur;1;2019;;0
TOTAAL INKOMEN;Paar zonder kinderen;gemiddelde huur;2;2019;;0
TOTAAL UITGAVEN;Paar zonder kinderen;gemiddelde huur;2;2019;1.734;0
 huur/hypotheek;Paar zonder kinderen;gemiddelde huur;2;2019;229;0,131834058
 gas;Paar zonder kinderen;gemiddelde huur;2;2019;78;0,04515181
 elektriciteit;Paar zonder kinderen;gemiddelde huur;2;2019;51;0,02958222
 water;Paar zonder kinderen;gemiddelde huur;2;2019;13;0,007618719
 lokale lasten;Paar zonder kinderen;gemiddelde huur;2;2019;59;0,033734111
 telefoon, televisie, internet;Paar zonder kinderen;gemiddelde huur;2;2019;66;0,038058997
 verzekeringen;Paar zonder kinderen;gemiddelde huur;2;2019;329;0,189843274
 onderwijs;Paar zonder kinderen;gemiddelde huur;2;2019;0;0
 kinderopvang;Paar zonder kinderen;gemiddelde huur;2;2019;0;0
 contributies en abonnementen;Paar zonder kinderen;gemiddelde huur;2;2019;40;0,023042993
 vervoer;Paar zonder kinderen;gemiddelde huur;2;2019;48;0,027760002
VASTE LASTEN;Paar zonder kinderen;gemiddelde huur;2;2019;913;0,526626184
 kleding en schoenen;Paar zonder kinderen;gemiddelde huur;2;2019;105;0,060548404
 inventaris;Paar zonder kinderen;gemiddelde huur;2;2019;77;0,044436282
 onderhoud huis en tuin;Paar zonder kinderen;gemiddelde huur;2;2019;23;0,013326658
 niet-vergoede ziektekosten;Paar zonder kinderen;gemiddelde huur;2;2019;74;0,04291248
 vrijetijdsuitgaven;Paar zonder kinderen;gemiddelde huur;2;2019;58;0,033215125
RESERVERINGSUITGAVEN;Paar zonder kinderen;gemiddelde huur;2;2019;337;0,194438948
 voeding;Paar zonder kinderen;gemiddelde huur;2;2019;390;0,224741164
 overige huishoudelijke uitgaven;Paar zonder kinderen;gemiddelde huur;2;2019;94;0,054193705
HUISHOUDELIJKE UITGAVEN;Paar zonder kinderen;gemiddelde huur;2;2019;484;0,278934868
OVERSCHOT/TEKORT;Paar zonder kinderen;gemiddelde huur;2;2019;;0
wit1;Paar zonder kinderen;gemiddelde huur;2;2019;;0
wit2;Paar zonder kinderen;gemiddelde huur;2;2019;;0
wit3;Paar zonder kinderen;gemiddelde huur;2;2019;;0
wit4;Paar zonder kinderen;gemiddelde huur;2;2019;;0
TOTAAL INKOMEN;Paar zonder kinderen;gemiddelde huur;2250;2019;2.250;0
TOTAAL UITGAVEN;Paar zonder kinderen;gemiddelde huur;2250;2019;2.250;0
 huur/hypotheek;Paar zonder kinderen;gemiddelde huur;2250;2019;562;0,249777778
 gas;Paar zonder kinderen;gemiddelde huur;2250;2019;81;0,03591475
 elektriciteit;Paar zonder kinderen;gemiddelde huur;2250;2019;53;0,023530353
 water;Paar zonder kinderen;gemiddelde huur;2250;2019;14;0,006060098
 lokale lasten;Paar zonder kinderen;gemiddelde huur;2250;2019;59;0,026
 telefoon, televisie, internet;Paar zonder kinderen;gemiddelde huur;2250;2019;73;0,032317018
 verzekeringen;Paar zonder kinderen;gemiddelde huur;2250;2019;336;0,149247939
 onderwijs;Paar zonder kinderen;gemiddelde huur;2250;2019;0;0
 kinderopvang;Paar zonder kinderen;gemiddelde huur;2250;2019;0;0
 contributies en abonnementen;Paar zonder kinderen;gemiddelde huur;2250;2019;47;0,020936395
 vervoer;Paar zonder kinderen;gemiddelde huur;2250;2019;114;0,050540489
VASTE LASTEN;Paar zonder kinderen;gemiddelde huur;2250;2019;1.337;0,59432482
 kleding en schoenen;Paar zonder kinderen;gemiddelde huur;2250;2019;105;0,046867193
 inventaris;Paar zonder kinderen;gemiddelde huur;2250;2019;83;0,037058307
 onderhoud huis en tuin;Paar zonder kinderen;gemiddelde huur;2250;2019;24;0,010874746
 niet-vergoede ziektekosten;Paar zonder kinderen;gemiddelde huur;2250;2019;74;0,033074074
 vrijetijdsuitgaven;Paar zonder kinderen;gemiddelde huur;2250;2019;126;0,056010879
RESERVERINGSUITGAVEN;Paar zonder kinderen;gemiddelde huur;2250;2019;414;0,183885199
 voeding;Paar zonder kinderen;gemiddelde huur;2250;2019;390;0,173215481
 overige huishoudelijke uitgaven;Paar zonder kinderen;gemiddelde huur;2250;2019;109;0,048574499
HUISHOUDELIJKE UITGAVEN;Paar zonder kinderen;gemiddelde huur;2250;2019;499;0,22178998
OVERSCHOT/TEKORT;Paar zonder kinderen;gemiddelde huur;2250;2019;0;0
wit1;Paar zonder kinderen;gemiddelde huur;2250;2019;;0
wit2;Paar zonder kinderen;gemiddelde huur;2250;2019;;0
wit3;Paar zonder kinderen;gemiddelde huur;2250;2019;;0
wit4;Paar zonder kinderen;gemiddelde huur;2250;2019;;0
TOTAAL INKOMEN;Paar zonder kinderen;gemiddelde huur;2500;2019;2.500;0
TOTAAL UITGAVEN;Paar zonder kinderen;gemiddelde huur;2500;2019;2.500;0
 huur/hypotheek;Paar zonder kinderen;gemiddelde huur;2500;2019;604;0,2416
 gas;Paar zonder kinderen;gemiddelde huur;2500;2019;83;0,033221757
 elektriciteit;Paar zonder kinderen;gemiddelde huur;2500;2019;54;0,021765979
 water;Paar zonder kinderen;gemiddelde huur;2500;2019;14;0,005605694
 lokale lasten;Paar zonder kinderen;gemiddelde huur;2500;2019;59;0,0234
 telefoon, televisie, internet;Paar zonder kinderen;gemiddelde huur;2500;2019;79;0,031654095
 verzekeringen;Paar zonder kinderen;gemiddelde huur;2500;2019;343;0,137360241
 onderwijs;Paar zonder kinderen;gemiddelde huur;2500;2019;0;0
 kinderopvang;Paar zonder kinderen;gemiddelde huur;2500;2019;0;0
 contributies en abonnementen;Paar zonder kinderen;gemiddelde huur;2500;2019;56;0,022441229
 vervoer;Paar zonder kinderen;gemiddelde huur;2500;2019;186;0,074387274
VASTE LASTEN;Paar zonder kinderen;gemiddelde huur;2500;2019;1.479;0,59143627
 kleding en schoenen;Paar zonder kinderen;gemiddelde huur;2500;2019;109;0,043708302
 inventaris;Paar zonder kinderen;gemiddelde huur;2500;2019;92;0,036710114
 onderhoud huis en tuin;Paar zonder kinderen;gemiddelde huur;2500;2019;27;0,010601537
 niet-vergoede ziektekosten;Paar zonder kinderen;gemiddelde huur;2500;2019;74;0,029766667
 vrijetijdsuitgaven;Paar zonder kinderen;gemiddelde huur;2500;2019;204;0,081478582
RESERVERINGSUITGAVEN;Paar zonder kinderen;gemiddelde huur;2500;2019;506;0,202265202
 voeding;Paar zonder kinderen;gemiddelde huur;2500;2019;390;0,155893933
 overige huishoudelijke uitgaven;Paar zonder kinderen;gemiddelde huur;2500;2019;126;0,050404595
HUISHOUDELIJKE UITGAVEN;Paar zonder kinderen;gemiddelde huur;2500;2019;516;0,206298528
OVERSCHOT/TEKORT;Paar zonder kinderen;gemiddelde huur;2500;2019;0;0
wit1;Paar zonder kinderen;gemiddelde huur;2500;2019;;0
wit2;Paar zonder kinderen;gemiddelde huur;2500;2019;;0
wit3;Paar zonder kinderen;gemiddelde huur;2500;2019;;0
wit4;Paar zonder kinderen;gemiddelde huur;2500;2019;;0
TOTAAL INKOMEN;Paar zonder kinderen;gemiddelde huur;3000;2019;3.000;0
TOTAAL UITGAVEN;Paar zonder kinderen;gemiddelde huur;3000;2019;3.000;0
 huur/hypotheek;Paar zonder kinderen;gemiddelde huur;3000;2019;618;0,206
 gas;Paar zonder kinderen;gemiddelde huur;3000;2019;87;0,028995932
 elektriciteit;Paar zonder kinderen;gemiddelde huur;3000;2019;57;0,018997335
 water;Paar zonder kinderen;gemiddelde huur;3000;2019;15;0,004892647
 lokale lasten;Paar zonder kinderen;gemiddelde huur;3000;2019;59;0,0195
 telefoon, televisie, internet;Paar zonder kinderen;gemiddelde huur;3000;2019;92;0,03050006
 verzekeringen;Paar zonder kinderen;gemiddelde huur;3000;2019;361;0,120437194
 onderwijs;Paar zonder kinderen;gemiddelde huur;3000;2019;0;0
 kinderopvang;Paar zonder kinderen;gemiddelde huur;3000;2019;0;0
 contributies en abonnementen;Paar zonder kinderen;gemiddelde huur;3000;2019;79;0,026315079
 vervoer;Paar zonder kinderen;gemiddelde huur;3000;2019;349;0,116475595
VASTE LASTEN;Paar zonder kinderen;gemiddelde huur;3000;2019;1.716;0,572113843
 kleding en schoenen;Paar zonder kinderen;gemiddelde huur;3000;2019;125;0,041762168
 inventaris;Paar zonder kinderen;gemiddelde huur;3000;2019;114;0,037978733
 onderhoud huis en tuin;Paar zonder kinderen;gemiddelde huur;3000;2019;32;0,010769027
 niet-vergoede ziektekosten;Paar zonder kinderen;gemiddelde huur;3000;2019;74;0,024805556
 vrijetijdsuitgaven;Paar zonder kinderen;gemiddelde huur;3000;2019;384;0,128160278
RESERVERINGSUITGAVEN;Paar zonder kinderen;gemiddelde huur;3000;2019;730;0,243475762
 voeding;Paar zonder kinderen;gemiddelde huur;3000;2019;390;0,129911611
 overige huishoudelijke uitgaven;Paar zonder kinderen;gemiddelde huur;3000;2019;163;0,054498784
HUISHOUDELIJKE UITGAVEN;Paar zonder kinderen;gemiddelde huur;3000;2019;553;0,184410395
OVERSCHOT/TEKORT;Paar zonder kinderen;gemiddelde huur;3000;2019;0;0
wit1;Paar zonder kinderen;gemiddelde huur;3000;2019;;0
wit2;Paar zonder kinderen;gemiddelde huur;3000;2019;;0
wit3;Paar zonder kinderen;gemiddelde huur;3000;2019;;0
wit4;Paar zonder kinderen;gemiddelde huur;3000;2019;;0
TOTAAL INKOMEN;Paar zonder kinderen;gemiddelde huur;3500;2019;3.500;0
TOTAAL UITGAVEN;Paar zonder kinderen;gemiddelde huur;3500;2019;3.182;0
 huur/hypotheek;Paar zonder kinderen;gemiddelde huur;3500;2019;636;0,181714286
 gas;Paar zonder kinderen;gemiddelde huur;3500;2019;87;0,024857143
 elektriciteit;Paar zonder kinderen;gemiddelde huur;3500;2019;57;0,016285714
 water;Paar zonder kinderen;gemiddelde huur;3500;2019;15;0,004194286
 lokale lasten;Paar zonder kinderen;gemiddelde huur;3500;2019;59;0,016714286
 telefoon, televisie, internet;Paar zonder kinderen;gemiddelde huur;3500;2019;93;0,026581714
 verzekeringen;Paar zonder kinderen;gemiddelde huur;3500;2019;368;0,105011905
 onderwijs;Paar zonder kinderen;gemiddelde huur;3500;2019;0;0
 kinderopvang;Paar zonder kinderen;gemiddelde huur;3500;2019;0;0
 contributies en abonnementen;Paar zonder kinderen;gemiddelde huur;3500;2019;89;0,025285714
 vervoer;Paar zonder kinderen;gemiddelde huur;3500;2019;399;0,1141
VASTE LASTEN;Paar zonder kinderen;gemiddelde huur;3500;2019;1.802;0,514745048
 kleding en schoenen;Paar zonder kinderen;gemiddelde huur;3500;2019;138;0,039375714
 inventaris;Paar zonder kinderen;gemiddelde huur;3500;2019;124;0,035425143
 onderhoud huis en tuin;Paar zonder kinderen;gemiddelde huur;3500;2019;35;0,010091429
 niet-vergoede ziektekosten;Paar zonder kinderen;gemiddelde huur;3500;2019;74;0,021261905
 vrijetijdsuitgaven;Paar zonder kinderen;gemiddelde huur;3500;2019;445;0,127125714
RESERVERINGSUITGAVEN;Paar zonder kinderen;gemiddelde huur;3500;2019;816;0,233279905
 voeding;Paar zonder kinderen;gemiddelde huur;3500;2019;390;0,11135281
 overige huishoudelijke uitgaven;Paar zonder kinderen;gemiddelde huur;3500;2019;175;0,049884
HUISHOUDELIJKE UITGAVEN;Paar zonder kinderen;gemiddelde huur;3500;2019;564;0,16123681
OVERSCHOT/TEKORT;Paar zonder kinderen;gemiddelde huur;3500;2019;318;0
wit1;Paar zonder kinderen;gemiddelde huur;3500;2019;;0
wit2;Paar zonder kinderen;gemiddelde huur;3500;2019;;0
wit3;Paar zonder kinderen;gemiddelde huur;3500;2019;;0
wit4;Paar zonder kinderen;gemiddelde huur;3500;2019;;0
TOTAAL INKOMEN;Paar zonder kinderen;gemiddelde huur;4000;2019;4.000;0
TOTAAL UITGAVEN;Paar zonder kinderen;gemiddelde huur;4000;2019;3.413;0
 huur/hypotheek;Paar zonder kinderen;gemiddelde huur;4000;2019;703;0,17575
 gas;Paar zonder kinderen;gemiddelde huur;4000;2019;87;0,02175
 elektriciteit;Paar zonder kinderen;gemiddelde huur;4000;2019;57;0,01425
 water;Paar zonder kinderen;gemiddelde huur;4000;2019;15;0,00367
 lokale lasten;Paar zonder kinderen;gemiddelde huur;4000;2019;59;0,014625
 telefoon, televisie, internet;Paar zonder kinderen;gemiddelde huur;4000;2019;95;0,023634
 verzekeringen;Paar zonder kinderen;gemiddelde huur;4000;2019;374;0,093431667
 onderwijs;Paar zonder kinderen;gemiddelde huur;4000;2019;0;0
 kinderopvang;Paar zonder kinderen;gemiddelde huur;4000;2019;0;0
 contributies en abonnementen;Paar zonder kinderen;gemiddelde huur;4000;2019;98;0,0245
 vervoer;Paar zonder kinderen;gemiddelde huur;4000;2019;449;0,1122125
VASTE LASTEN;Paar zonder kinderen;gemiddelde huur;4000;2019;1.935;0,483823167
 kleding en schoenen;Paar zonder kinderen;gemiddelde huur;4000;2019;150;0,03757875
 inventaris;Paar zonder kinderen;gemiddelde huur;4000;2019;134;0,033497
 onderhoud huis en tuin;Paar zonder kinderen;gemiddelde huur;4000;2019;38;0,00958
 niet-vergoede ziektekosten;Paar zonder kinderen;gemiddelde huur;4000;2019;74;0,018604167
 vrijetijdsuitgaven;Paar zonder kinderen;gemiddelde huur;4000;2019;505;0,126235
RESERVERINGSUITGAVEN;Paar zonder kinderen;gemiddelde huur;4000;2019;902;0,225494917
 voeding;Paar zonder kinderen;gemiddelde huur;4000;2019;390;0,097433708
 overige huishoudelijke uitgaven;Paar zonder kinderen;gemiddelde huur;4000;2019;186;0,0463985
HUISHOUDELIJKE UITGAVEN;Paar zonder kinderen;gemiddelde huur;4000;2019;575;0,143832208
OVERSCHOT/TEKORT;Paar zonder kinderen;gemiddelde huur;4000;2019;587;0
wit1;Paar zonder kinderen;gemiddelde huur;4000;2019;;0
wit2;Paar zonder kinderen;gemiddelde huur;4000;2019;;0
wit3;Paar zonder kinderen;gemiddelde huur;4000;2019;;0
wit4;Paar zonder kinderen;gemiddelde huur;4000;2019;;0
TOTAAL INKOMEN;Paar zonder kinderen;gemiddelde huur;4500;2019;4.500;0
TOTAAL UITGAVEN;Paar zonder kinderen;gemiddelde huur;4500;2019;3.643;0
 huur/hypotheek;Paar zonder kinderen;gemiddelde huur;4500;2019;770;0,171111111
 gas;Paar zonder kinderen;gemiddelde huur;4500;2019;87;0,019333333
 elektriciteit;Paar zonder kinderen;gemiddelde huur;4500;2019;57;0,012666667
 water;Paar zonder kinderen;gemiddelde huur;4500;2019;15;0,003262222
 lokale lasten;Paar zonder kinderen;gemiddelde huur;4500;2019;59;0,013
 telefoon, televisie, internet;Paar zonder kinderen;gemiddelde huur;4500;2019;96;0,021341333
 verzekeringen;Paar zonder kinderen;gemiddelde huur;4500;2019;380;0,084424815
 onderwijs;Paar zonder kinderen;gemiddelde huur;4500;2019;0;0
 kinderopvang;Paar zonder kinderen;gemiddelde huur;4500;2019;0;0
 contributies en abonnementen;Paar zonder kinderen;gemiddelde huur;4500;2019;108;0,023888889
 vervoer;Paar zonder kinderen;gemiddelde huur;4500;2019;498;0,110744444
VASTE LASTEN;Paar zonder kinderen;gemiddelde huur;4500;2019;2.069;0,459772815
 kleding en schoenen;Paar zonder kinderen;gemiddelde huur;4500;2019;163;0,036181111
 inventaris;Paar zonder kinderen;gemiddelde huur;4500;2019;144;0,031997333
 onderhoud huis en tuin;Paar zonder kinderen;gemiddelde huur;4500;2019;41;0,009182222
 niet-vergoede ziektekosten;Paar zonder kinderen;gemiddelde huur;4500;2019;74;0,016537037
 vrijetijdsuitgaven;Paar zonder kinderen;gemiddelde huur;4500;2019;565;0,125542222
RESERVERINGSUITGAVEN;Paar zonder kinderen;gemiddelde huur;4500;2019;987;0,219439926
 voeding;Paar zonder kinderen;gemiddelde huur;4500;2019;390;0,086607741
 overige huishoudelijke uitgaven;Paar zonder kinderen;gemiddelde huur;4500;2019;197;0,043687556
HUISHOUDELIJKE UITGAVEN;Paar zonder kinderen;gemiddelde huur;4500;2019;586;0,130295296
OVERSCHOT/TEKORT;Paar zonder kinderen;gemiddelde huur;4500;2019;857;0
wit1;Paar zonder kinderen;gemiddelde huur;4500;2019;;0
wit2;Paar zonder kinderen;gemiddelde huur;4500;2019;;0
wit3;Paar zonder kinderen;gemiddelde huur;4500;2019;;0
wit4;Paar zonder kinderen;gemiddelde huur;4500;2019;;0
TOTAAL INKOMEN;Paar zonder kinderen;gemiddelde huur;5000;2019;5.000;0
